Address,Point,Name,Value,Time
44,0,Pulse #1,,2019-07-22 20:25:37
44,1,Pulse #1 Rate,,2019-07-22 20:25:37
44,2,Pulse #1 Instantaneous,,2019-07-22 20:25:37
44,3,Pulse #1 Min,,2019-07-22 20:25:37
44,4,Pulse #1 Max,,2019-07-22 20:25:37
44,5,Pulse #2,,2019-07-22 20:25:37
44,6,Pulse #2 Rate,,2019-07-22 20:25:37
44,7,Pulse #2 Instantaneous,,2019-07-22 20:25:37
44,8,Pulse #2 Min,,2019-07-22 20:25:37
44,9,Pulse #2 Max,,2019-07-22 20:25:37
44,0,Pulse #1,52571.0,2019-07-22 20:28:52
44,1,Pulse #1 Rate,,2019-07-22 20:28:52
44,2,Pulse #1 Instantaneous,,2019-07-22 20:28:52
44,3,Pulse #1 Min,,2019-07-22 20:28:52
44,4,Pulse #1 Max,,2019-07-22 20:28:52
44,5,Pulse #2,0.0,2019-07-22 20:28:52
44,6,Pulse #2 Rate,,2019-07-22 20:28:52
44,7,Pulse #2 Instantaneous,,2019-07-22 20:28:52
44,8,Pulse #2 Min,,2019-07-22 20:28:52
44,9,Pulse #2 Max,,2019-07-22 20:28:52
44,0,Pulse #1,,2019-07-24 17:37:52
44,1,Pulse #1 Rate,,2019-07-24 17:37:52
44,2,Pulse #1 Instantaneous,,2019-07-24 17:37:52
44,3,Pulse #1 Min,,2019-07-24 17:37:52
44,4,Pulse #1 Max,,2019-07-24 17:37:52
44,5,Pulse #2,,2019-07-24 17:37:52
44,6,Pulse #2 Rate,,2019-07-24 17:37:52
44,7,Pulse #2 Instantaneous,,2019-07-24 17:37:52
44,8,Pulse #2 Min,,2019-07-24 17:37:52
44,9,Pulse #2 Max,,2019-07-24 17:37:52
44,0,Pulse #1,,2019-07-24 17:40:29
44,1,Pulse #1 Rate,,2019-07-24 17:40:29
44,2,Pulse #1 Instantaneous,,2019-07-24 17:40:29
44,3,Pulse #1 Min,,2019-07-24 17:40:29
44,4,Pulse #1 Max,,2019-07-24 17:40:29
44,5,Pulse #2,,2019-07-24 17:40:29
44,6,Pulse #2 Rate,,2019-07-24 17:40:29
44,7,Pulse #2 Instantaneous,,2019-07-24 17:40:29
44,8,Pulse #2 Min,,2019-07-24 17:40:29
44,9,Pulse #2 Max,,2019-07-24 17:40:29
44,0,Pulse #1,52633.0,2019-07-24 17:52:23
44,1,Pulse #1 Rate,,2019-07-24 17:52:23
44,2,Pulse #1 Instantaneous,,2019-07-24 17:52:23
44,3,Pulse #1 Min,,2019-07-24 17:52:23
44,4,Pulse #1 Max,,2019-07-24 17:52:23
44,5,Pulse #2,0.0,2019-07-24 17:52:23
44,6,Pulse #2 Rate,,2019-07-24 17:52:23
44,7,Pulse #2 Instantaneous,,2019-07-24 17:52:23
44,8,Pulse #2 Min,,2019-07-24 17:52:23
44,9,Pulse #2 Max,,2019-07-24 17:52:23
44,0,Pulse #1,,2019-07-24 18:00:12
44,1,Pulse #1 Rate,,2019-07-24 18:00:12
44,2,Pulse #1 Instantaneous,,2019-07-24 18:00:12
44,3,Pulse #1 Min,,2019-07-24 18:00:12
44,4,Pulse #1 Max,,2019-07-24 18:00:12
44,5,Pulse #2,,2019-07-24 18:00:12
44,6,Pulse #2 Rate,,2019-07-24 18:00:12
44,7,Pulse #2 Instantaneous,,2019-07-24 18:00:12
44,8,Pulse #2 Min,,2019-07-24 18:00:12
44,9,Pulse #2 Max,,2019-07-24 18:00:12
44,0,Pulse #1,52633.0,2019-07-24 18:06:07
44,1,Pulse #1 Rate,,2019-07-24 18:06:07
44,2,Pulse #1 Instantaneous,,2019-07-24 18:06:07
44,3,Pulse #1 Min,,2019-07-24 18:06:07
44,4,Pulse #1 Max,,2019-07-24 18:06:07
44,5,Pulse #2,0.0,2019-07-24 18:06:07
44,6,Pulse #2 Rate,,2019-07-24 18:06:07
44,7,Pulse #2 Instantaneous,,2019-07-24 18:06:07
44,8,Pulse #2 Min,,2019-07-24 18:06:07
44,9,Pulse #2 Max,,2019-07-24 18:06:07
44,0,Pulse #1,,2019-07-24 18:10:55
44,1,Pulse #1 Rate,,2019-07-24 18:10:55
44,2,Pulse #1 Instantaneous,,2019-07-24 18:10:55
44,3,Pulse #1 Min,,2019-07-24 18:10:55
44,4,Pulse #1 Max,,2019-07-24 18:10:55
44,5,Pulse #2,,2019-07-24 18:10:55
44,6,Pulse #2 Rate,,2019-07-24 18:10:55
44,7,Pulse #2 Instantaneous,,2019-07-24 18:10:55
44,8,Pulse #2 Min,,2019-07-24 18:10:55
44,9,Pulse #2 Max,,2019-07-24 18:10:55
44,0,Pulse #1,52633.0,2019-07-24 18:17:36
44,1,Pulse #1 Rate,,2019-07-24 18:17:36
44,2,Pulse #1 Instantaneous,,2019-07-24 18:17:36
44,3,Pulse #1 Min,,2019-07-24 18:17:36
44,4,Pulse #1 Max,,2019-07-24 18:17:36
44,5,Pulse #2,0.0,2019-07-24 18:17:36
44,6,Pulse #2 Rate,,2019-07-24 18:17:36
44,7,Pulse #2 Instantaneous,,2019-07-24 18:17:36
44,8,Pulse #2 Min,,2019-07-24 18:17:36
44,9,Pulse #2 Max,,2019-07-24 18:17:36
44,0,Pulse #1,,2019-07-24 18:20:33
44,1,Pulse #1 Rate,,2019-07-24 18:20:33
44,2,Pulse #1 Instantaneous,,2019-07-24 18:20:33
44,3,Pulse #1 Min,,2019-07-24 18:20:33
44,4,Pulse #1 Max,,2019-07-24 18:20:33
44,5,Pulse #2,,2019-07-24 18:20:33
44,6,Pulse #2 Rate,,2019-07-24 18:20:33
44,7,Pulse #2 Instantaneous,,2019-07-24 18:20:33
44,8,Pulse #2 Min,,2019-07-24 18:20:33
44,9,Pulse #2 Max,,2019-07-24 18:20:33
44,0,Pulse #1,52634.0,2019-07-24 18:33:26
44,1,Pulse #1 Rate,,2019-07-24 18:33:26
44,2,Pulse #1 Instantaneous,,2019-07-24 18:33:26
44,3,Pulse #1 Min,,2019-07-24 18:33:26
44,4,Pulse #1 Max,,2019-07-24 18:33:26
44,5,Pulse #2,0.0,2019-07-24 18:33:26
44,6,Pulse #2 Rate,,2019-07-24 18:33:26
44,7,Pulse #2 Instantaneous,,2019-07-24 18:33:26
44,8,Pulse #2 Min,,2019-07-24 18:33:26
