Address,Point,Name,Value,Time
48,0,88 Gas,422972.0,2019-07-19 22:41:25
48,1,88 Gas Rate,0.0,2019-07-19 22:41:25
48,2,88 Gas Instantaneous,0.0,2019-07-19 22:41:25
48,3,88 Gas Min,0.0,2019-07-19 22:41:25
48,4,88 Gas Max,0.0,2019-07-19 22:41:25
48,5,Pulse #2,0.0,2019-07-19 22:41:25
48,6,Pulse #2 Rate,0.0,2019-07-19 22:41:25
48,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:41:25
48,8,Pulse #2 Min,0.0,2019-07-19 22:41:25
48,9,Pulse #2 Max,0.0,2019-07-19 22:41:25
48,0,88 Gas,422972.0,2019-07-19 22:52:31
48,1,88 Gas Rate,0.0,2019-07-19 22:52:31
48,2,88 Gas Instantaneous,0.0,2019-07-19 22:52:31
48,3,88 Gas Min,0.0,2019-07-19 22:52:31
48,4,88 Gas Max,0.0,2019-07-19 22:52:31
48,5,Pulse #2,0.0,2019-07-19 22:52:31
48,6,Pulse #2 Rate,0.0,2019-07-19 22:52:31
48,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:52:31
48,8,Pulse #2 Min,0.0,2019-07-19 22:52:31
48,9,Pulse #2 Max,0.0,2019-07-19 22:52:31
48,0,88 Gas,422972.0,2019-07-19 22:55:52
48,1,88 Gas Rate,0.0,2019-07-19 22:55:52
48,2,88 Gas Instantaneous,0.0,2019-07-19 22:55:52
48,3,88 Gas Min,0.0,2019-07-19 22:55:52
48,4,88 Gas Max,0.0,2019-07-19 22:55:52
48,5,Pulse #2,0.0,2019-07-19 22:55:52
48,6,Pulse #2 Rate,0.0,2019-07-19 22:55:52
48,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:55:52
48,8,Pulse #2 Min,0.0,2019-07-19 22:55:52
48,9,Pulse #2 Max,0.0,2019-07-19 22:55:52
48,0,88 Gas,422972.0,2019-07-19 23:02:07
48,1,88 Gas Rate,0.0,2019-07-19 23:02:07
48,2,88 Gas Instantaneous,0.0,2019-07-19 23:02:07
48,3,88 Gas Min,0.0,2019-07-19 23:02:07
48,4,88 Gas Max,0.0,2019-07-19 23:02:07
48,5,Pulse #2,0.0,2019-07-19 23:02:07
48,6,Pulse #2 Rate,0.0,2019-07-19 23:02:07
48,7,Pulse #2 Instantaneous,0.0,2019-07-19 23:02:07
48,8,Pulse #2 Min,0.0,2019-07-19 23:02:07
48,9,Pulse #2 Max,0.0,2019-07-19 23:02:07
48,0,88 Gas,,2019-07-19 23:05:43
48,1,88 Gas Rate,,2019-07-19 23:05:43
48,2,88 Gas Instantaneous,,2019-07-19 23:05:43
48,3,88 Gas Min,,2019-07-19 23:05:43
48,4,88 Gas Max,,2019-07-19 23:05:43
